19968|一|1
19969|丁|2
19970|丂|2
19971|七|2
19972|丄|2
19973|丅|2
19974|丆|2
19975|万|3
19976|丈|3
19977|三|3
19978|上|3
19979|下|3
19980|丌|3
19981|不|4
19982|与|4
19983|丏|4
19984|丐|4
19985|丑|4
19986|丒|4
19987|专|4
19988|且|5
19989|丕|5
19990|世|5
19991|丗|5
19992|丘|5
19993|丙|5
19994|业|5
19995|丛|5
19996|东|5
19997|丝|5
19998|丞|6
19999|丟|6
20000|丠|6
20001|両|6
20002|丢|6
20003|丣|7
20004|两|7
20005|严|7
20006|並|8
20007|丧|8
20008|丨|1
20009|丩|2
20010|个|3
20011|丫|3
20012|丬|3
20013|中|4
20014|丮|4
20015|丯|4
20016|丰|4
20017|丱|5
20018|串|7
20019|丳|8
20020|临|9
20021|丵|10
20022|丶|1
20023|丷|2
20024|丸|3
20025|丹|4
20026|为|4
20027|主|5
20028|丼|5
20029|丽|7
20030|举|9
20031|丿|1
20032|乀|1
20033|乁|1
20034|乂|2
20035|乃|2
20036|乄|2
20037|久|3
20038|乆|3
20039|乇|3
20040|么|3
20041|义|3
20042|乊|3
20043|之|4
20044|乌|4
20045|乍|5
20046|乎|5
20047|乏|5
20048|乐|5
20049|乑|6
20050|乒|6
20051|乓|6
20052|乔|6
20053|乕|7
20054|乖|8
20055|乗|9
20056|乘|10
20057|乙|1
20058|乚|1
20059|乛|1
20060|乜|2
20061|九|2
20062|乞|3
20063|也|3
20064|习|3
20065|乡|3
20066|乢|4
20067|乣|4
20068|乤|4
20069|乥|4
20070|书|4
20071|乧|5
20072|乨|6
20073|乩|6
20074|乪|6
20075|乫|6
20076|乬|5
20077|乭|6
20078|乮|6
20079|乯|6
20080|买|6
20081|乱|7
20082|乲|7
20083|乳|8
20084|乴|8
20085|乵|8
20086|乶|8
20087|乷|8
20088|乸|7
20089|乹|9
20090|乺|9
20091|乻|9
20092|乼|9
20093|乽|9
20094|乾|11
20095|乿|11
20096|亀|11
20097|亁|12
20098|亂|13
20099|亃|13
20100|亄|13
20101|亅|1
20102|了|2
20103|亇|3
20104|予|4
20105|争|6
20106|亊|7
20107|事|8
20108|二|2
20109|亍|3
20110|于|3
20111|亏|3
20112|亐|3
20113|云|4
20114|互|4
20115|亓|4
20116|五|4
20117|井|4
20118|亖|4
20119|亗|5
20120|亘|6
20121|亙|6
20122|亚|6
20123|些|8
20124|亜|7
20125|亝|8
20126|亞|8
20127|亟|8
20128|亠|2
20129|亡|3
20130|亢|4
20131|亣|4
20132|交|6
20133|亥|6
20134|亦|6
20135|产|6
20136|亨|7
20137|亩|7
20138|亪|7
20139|享|8
20140|京|8
20141|亭|9
20142|亮|9
20143|亯|9
20144|亰|9
20145|亱|9
20146|亲|9
20147|亳|10
20148|亴|12
20149|亵|12
20150|亶|13
20151|亷|13
20152|亸|16
20153|亹|22
20154|人|2
20155|亻|2
20156|亼|3
20157|亽|3
20158|亾|3
20159|亿|3
20160|什|4
20161|仁|4
20162|仂|4
20163|仃|4
20164|仄|4
20165|仅|4
20166|仆|4
20167|仇|4
20168|仈|4
20169|仉|4
20170|今|4
20171|介|4
20172|仌|4
20173|仍|4
20174|从|4
20175|仏|4
20176|仐|4
20177|仑|4
20178|仒|4
20179|仓|4
20180|仔|5
20181|仕|5
20182|他|5
20183|仗|5
20184|付|5
20185|仙|5
20186|仚|5
20187|仛|5
20188|仜|5
20189|仝|5
20190|仞|5
20191|仟|5
20192|仠|5
20193|仡|5
20194|仢|5
20195|代|5
20196|令|5
20197|以|5
20198|仦|5
20199|仧|5
20200|仨|5
20201|仩|5
20202|仪|5
20203|仫|5
20204|们|5
20205|仭|5
20206|仮|5
20207|仯|6
20208|仰|6
20209|仱|6
20210|仲|6
20211|仳|6
20212|仴|6
20213|仵|6
20214|件|6
20215|价|6
20216|仸|6
20217|仹|6
20218|仺|5
20219|任|6
20220|仼|6
20221|份|6
20222|仾|6
20223|仿|6
20224|伀|6
20225|企|6
20226|伂|6
20227|伃|6
20228|伄|6
20229|伅|6
20230|伆|6
20231|伇|6
20232|伈|6
20233|伉|6
20234|伊|6
20235|伋|6
20236|伌|6
20237|伍|6
20238|伎|6
20239|伏|6
20240|伐|6
20241|休|6
20242|伒|6
20243|伓|6
20244|伔|6
20245|伕|6
20246|伖|6
20247|众|6
20248|优|6
20249|伙|6
20250|会|6
20251|伛|6
20252|伜|6
20253|伝|6
20254|伞|6
20255|伟|6
20256|传|6
20257|伡|6
20258|伢|6
20259|伣|6
20260|伤|6
20261|伥|6
20262|伦|6
20263|伧|6
20264|伨|6
20265|伩|6
20266|伪|6
20267|伫|6
20268|伬|6
20269|伭|7
20270|伮|7
20271|伯|7
20272|估|7
20273|伱|7
20274|伲|7
20275|伳|7
20276|伴|7
20277|伵|7
20278|伶|7
20279|伷|7
20280|伸|7
20281|伹|7
20282|伺|7
20283|伻|7
20284|似|7
20285|伽|7
20286|伾|7
20287|伿|7
20288|佀|7
20289|佁|7
20290|佂|7
20291|佃|7
20292|佄|7
20293|佅|7
20294|但|7
20295|佇|7
20296|佈|7
20297|佉|7
20298|佊|7
20299|佋|7
20300|佌|8
20301|位|7
20302|低|7
20303|住|7
20304|佐|7
20305|佑|7
20306|佒|7
20307|体|7
20308|佔|7
20309|何|7
20310|佖|7
20311|佗|7
20312|佘|7
20313|余|7
20314|佚|7
20315|佛|7
20316|作|7
20317|佝|7
20318|佞|7
20319|佟|7
20320|你|7
20321|佡|7
20322|佢|6
20323|佣|7
20324|佤|6
20325|佥|7
20326|佦|7
20327|佧|7
20328|佨|7
20329|佩|8
20330|佪|8
20331|佫|8
20332|佬|8
20333|佭|8
20334|佮|8
20335|佯|8
20336|佰|8
20337|佱|8
20338|佲|8
20339|佳|8
20340|佴|8
20341|併|8
20342|佶|8
20343|佷|8
20344|佸|8
20345|佹|8
20346|佺|8
20347|佻|8
20348|佼|8
20349|佽|8
20350|佾|8
20351|使|8
20352|侀|8
20353|侁|8
20354|侂|8
20355|侃|8
20356|侄|8
20357|侅|8
20358|來|8
20359|侇|8
20360|侈|8
20361|侉|8
20362|侊|8
20363|例|8
20364|侌|8
20365|侍|8
20366|侎|8
20367|侏|8
20368|侐|8
20369|侑|8
20370|侒|8
20371|侓|8
20372|侔|8
20373|侕|8
20374|侖|8
20375|侗|8
20376|侘|8
20377|侙|8
20378|侚|8
20379|供|8
20380|侜|8
20381|依|8
20382|侞|8
20383|侟|8
20384|侠|8
20385|価|8
20386|侢|8
20387|侣|8
20388|侤|8
20389|侥|8
20390|侦|8
20391|侧|8
20392|侨|8
20393|侩|8
20394|侪|8
20395|侫|8
20396|侬|8
20397|侭|8
20398|侮|9
20399|侯|9
20400|侰|9
20401|侱|9
20402|侲|9
20403|侳|9
20404|侴|9
20405|侵|9
20406|侶|9
20407|侷|9
20408|侸|9
20409|侹|8
20410|侺|9
20411|侻|9
20412|侼|9
20413|侽|9
20414|侾|9
20415|便|9
20416|俀|9
20417|俁|9
20418|係|9
20419|促|9
20420|俄|9
20421|俅|9
20422|俆|9
20423|俇|9
20424|俈|9
20425|俉|9
20426|俊|9
20427|俋|9
20428|俌|9
20429|俍|9
20430|俎|9
20431|俏|9
20432|俐|9
20433|俑|9
20434|俒|9
20435|俓|9
20436|俔|9
20437|俕|9
20438|俖|9
20439|俗|9
20440|俘|9
20441|俙|9
20442|俚|9
20443|俛|9
20444|俜|9
20445|保|9
20446|俞|9
20447|俟|9
20448|俠|9
20449|信|9
20450|俢|8
20451|俣|9
20452|俤|9
20453|俥|9
20454|俦|9
20455|俧|9
20456|俨|9
20457|俩|9
20458|俪|9
20459|俫|9
20460|俬|9
20461|俭|9
20462|修|9
20463|俯|10
20464|俰|10
20465|俱|10
20466|俲|10
20467|俳|10
20468|俴|10
20469|俵|10
20470|俶|10
20471|俷|10
20472|俸|10
20473|俹|10
20474|俺|10
20475|俻|10
20476|俼|10
20477|俽|10
20478|俾|10
20479|俿|10
20480|倀|10
20481|倁|10
20482|倂|10
20483|倃|10
20484|倄|10
20485|倅|10
20486|倆|10
20487|倇|10
20488|倈|10
20489|倉|10
20490|倊|10
20491|個|10
20492|倌|10
20493|倍|10
20494|倎|10
20495|倏|10
20496|倐|10
20497|們|10
20498|倒|10
20499|倓|10
20500|倔|10
20501|倕|10
20502|倖|10
20503|倗|10
20504|倘|10
20505|候|10
20506|倚|10
20507|倛|10
20508|倜|10
20509|倝|10
20510|倞|10
20511|借|10
20512|倠|10
20513|倡|10
20514|倢|10
20515|倣|10
20516|値|10
20517|倥|10
20518|倦|10
20519|倧|10
20520|倨|10
20521|倩|10
20522|倪|10
20523|倫|10
20524|倬|10
20525|倭|10
20526|倮|10
20527|倯|10
20528|倰|10
20529|倱|10
20530|倲|10
20531|倳|10
20532|倴|10
20533|倵|10
20534|倶|10
20535|倷|10
20536|倸|10
20537|倹|10
20538|债|10
20539|倻|10
20540|值|10
20541|倽|10
20542|倾|10
20543|倿|10
20544|偀|10
20545|偁|11
20546|偂|11
20547|偃|11
20548|偄|11
20549|偅|11
20550|偆|11
20551|假|11
20552|偈|11
20553|偉|11
20554|偊|11
20555|偋|11
20556|偌|10
20557|偍|11
20558|偎|11
20559|偏|11
20560|偐|11
20561|偑|11
20562|偒|11
20563|偓|11
20564|偔|11
20565|偕|11
20566|偖|10
20567|偗|11
20568|偘|11
20569|偙|11
20570|做|11
20571|偛|11
20572|停|11
20573|偝|11
20574|偞|11
20575|偟|11
20576|偠|11
20577|偡|11
20578|偢|11
20579|偣|11
20580|偤|11
20581|健|10
20582|偦|11
20583|偧|11
20584|偨|12
20585|偩|11
20586|偪|11
20587|偫|11
20588|偬|11
20589|偭|11
20590|偮|11
20591|偯|11
20592|偰|11
20593|偱|11
20594|偲|11
20595|偳|11
20596|側|11
20597|偵|11
20598|偶|11
20599|偷|11
20600|偸|11
20601|偹|11
20602|偺|11
20603|偻|11
20604|偼|11
20605|偽|11
20606|偾|11
20607|偿|11
20608|傀|11
20609|傁|11
20610|傂|12
20611|傃|12
20612|傄|12
20613|傅|12
20614|傆|12
20615|傇|11
20616|傈|12
20617|傉|12
20618|傊|12
20619|傋|12
20620|傌|12
20621|傍|12
20622|傎|12
20623|傏|12
20624|傐|12
20625|傑|12
20626|傒|12
20627|傓|12
20628|傔|12
20629|傕|12
20630|傖|12
20631|傗|12
20632|傘|12
20633|備|12
20634|傚|12
20635|傛|12
20636|傜|12
20637|傝|12
20638|傞|11
20639|傟|12
20640|傠|12
20641|傡|12
20642|傢|12
20643|傣|12
20644|傤|12
20645|傥|12
20646|傦|11
20647|傧|12
20648|储|12
20649|傩|12
20650|傪|13
20651|傫|13
20652|催|13
20653|傭|13
20654|傮|13
20655|傯|13
20656|傰|13
20657|傱|13
20658|傲|12
20659|傳|13
20660|傴|13
20661|債|13
20662|傶|13
20663|傷|13
20664|傸|13
20665|傹|13
20666|傺|13
20667|傻|13
20668|傼|13
20669|傽|13
20670|傾|13
20671|傿|13
20672|僀|13
20673|僁|13
20674|僂|13
20675|僃|12
20676|僄|13
20677|僅|13
20678|僆|13
20679|僇|13
20680|僈|13
20681|僉|13
20682|僊|14
20683|僋|13
20684|僌|13
20685|働|13
20686|僎|14
20687|像|13
20688|僐|14
20689|僑|14
20690|僒|14
20691|僓|14
20692|僔|14
20693|僕|14
20694|僖|14
20695|僗|14
20696|僘|14
20697|僙|13
20698|僚|14
20699|僛|14
20700|僜|14
20701|僝|14
20702|僞|14
20703|僟|14
20704|僠|14
20705|僡|14
20706|僢|14
20707|僣|14
20708|僤|14
20709|僥|14
20710|僦|14
20711|僧|14
20712|僨|14
20713|僩|14
20714|僪|14
20715|僫|14
20716|僬|14
20717|僭|14
20718|僮|14
20719|僯|14
20720|僰|14
20721|僱|14
20722|僲|14
20723|僳|14
20724|僴|14
20725|僵|15
20726|僶|15
20727|僷|14
20728|僸|15
20729|價|15
20730|僺|15
20731|僻|15
20732|僼|15
20733|僽|15
20734|僾|15
20735|僿|15
20736|儀|15
20737|儁|15
20738|儂|15
20739|儃|15
20740|億|15
20741|儅|15
20742|儆|14
20743|儇|15
20744|儈|15
20745|儉|15
20746|儊|15
20747|儋|15
20748|儌|15
20749|儍|15
20750|儎|15
20751|儏|15
20752|儐|16
20753|儑|16
20754|儒|16
20755|儓|16
20756|儔|16
20757|儕|16
20758|儖|16
20759|儗|16
20760|儘|16
20761|儙|15
20762|儚|15
20763|儛|16
20764|儜|16
20765|儝|16
20766|儞|16
20767|償|17
20768|儠|17
20769|儡|17
20770|儢|17
20771|儣|16
20772|儤|17
20773|儥|17
20774|儦|17
20775|儧|17
20776|儨|17
20777|儩|17
20778|優|17
20779|儫|16
20780|儬|17
20781|儭|18
20782|儮|18
20783|儯|18
20784|儰|17
20785|儱|18
20786|儲|17
20787|儳|19
20788|儴|19
20789|儵|18
20790|儶|20
20791|儷|21
20792|儸|21
20793|儹|21
20794|儺|21
20795|儻|22
20796|儼|21
20797|儽|23
20798|儾|24
20799|儿|2
20800|兀|3
20801|允|4
20802|兂|4
20803|元|4
20804|兄|5
20805|充|6
20806|兆|6
20807|兇|6
20808|先|6
20809|光|6
20810|兊|6
20811|克|7
20812|兌|7
20813|免|7
20814|兎|7
20815|兏|7
20816|児|7
20817|兑|7
20818|兒|8
20819|兓|8
20820|兔|8
20821|兕|7
20822|兖|8
20823|兗|9
20824|兘|9
20825|兙|9
20826|党|10
20827|兛|10
20828|兜|11
20829|兝|11
20830|兞|10
20831|兟|12
20832|兠|12
20833|兡|13
20834|兢|14
20835|兣|16
20836|兤|20
20837|入|2
20838|兦|3
20839|內|4
20840|全|6
20841|兩|8
20842|兪|9
20843|八|2
20844|公|4
20845|六|4
20846|兮|4
20847|兯|4
20848|兰|5
20849|共|6
20850|兲|6
20851|关|6
20852|兴|6
20853|兵|7
20854|其|8
20855|具|8
20856|典|8
20857|兹|9
20858|兺|9
20859|养|9
20860|兼|10
20861|兽|11
20862|兾|13
20863|兿|13
20864|冀|16
20865|冁|18
20866|冂|2
20867|冃|4
20868|冄|4
20869|内|4
20870|円|4
20871|冇|4
20872|冈|4
20873|冉|5
20874|冊|5
20875|冋|5
20876|册|5
20877|再|6
20878|冎|5
20879|冏|7
20880|冐|8
20881|冑|9
20882|冒|9
20883|冓|10
20884|冔|10
20885|冕|11
20886|冖|2
20887|冗|4
20888|冘|4
20889|写|5
20890|冚|5
20891|军|6
20892|农|6
20893|冝|7
20894|冞|8
20895|冟|9
20896|冠|9
20897|冡|10
20898|冢|10
20899|冣|10
20900|冤|10
20901|冥|10
20902|冦|10
20903|冧|10
20904|冨|11
20905|冩|14
20906|冪|15
20907|冫|2
20908|冬|5
20909|冭|5
20910|冮|5
20911|冯|5
20912|冰|6
20913|冱|6
20914|冲|6
20915|决|6
20916|冴|6
20917|况|7
20918|冶|7
20919|冷|7
20920|冸|7
20921|冹|7
20922|冺|7
20923|冻|7
20924|冼|8
20925|冽|8
20926|冾|8
20927|冿|8
20928|净|8
20929|凁|9
20930|凂|9
